%time,field.data
1557305793342055185,2.21
1557305793350296336,2.21
1557305793358978455,2.21
1557305793371135439,2.21
1557305793379030859,2.21
1557305793391318368,2.21
1557305793399629671,2.21
1557305793411765907,2.21
1557305793420246866,2.21
1557305793428142435,2.41
1557305793440581468,2.41
1557305793448556077,2.41
1557305793460987932,2.41
1557305793469221620,2.41
1557305793481329499,2.41
1557305793489516715,2.41
1557305793501796265,2.41
1557305793510103761,2.41
1557305793518261893,2.41
1557305793530538107,2.21
1557305793538756566,2.21
1557305793551179805,2.21
1557305793559378279,2.21
1557305793571939288,2.21
1557305793579687917,2.21
1557305793591798562,2.21
1557305793600122449,2.21
1557305793608419311,2.21
1557305793620916428,2.21
1557305793629149932,2.21
1557305793641609697,2.21
1557305793649621535,2.21
1557305793661646040,2.21
1557305793669877116,2.21
1557305793681990940,2.21
1557305793690318134,2.21
1557305793698474828,2.21
1557305793711135463,2.21
1557305793719320773,2.21
1557305793731362286,2.41
1557305793739490187,2.41
1557305793751760669,2.41
1557305793760345094,2.41
1557305793772187438,2.41
1557305793780320406,2.41
1557305793788548173,2.41
1557305793801346584,2.41
1557305793809202678,2.41
1557305793821787729,2.41
1557305793829753600,2.21
1557305793842227392,2.21
1557305793850229474,2.21
1557305793858637970,2.21
1557305793870694412,2.21
1557305793878781357,2.21
1557305793891321687,2.21
1557305793899203311,2.21
1557305793911382199,2.21
1557305793919853662,2.21
1557305793931983813,2.41
1557305793940279541,2.41
1557305793948691839,2.41
1557305793960858978,2.41
1557305793968825469,2.41
1557305793981213683,2.41
1557305793989278656,2.41
1557305794001403374,2.41
1557305794009765311,2.41
1557305794021994458,2.41
1557305794030314834,2.21
1557305794038521730,2.21
1557305794050889010,2.21
1557305794059235093,2.21
1557305794071409132,2.21
1557305794079621027,2.21
